A_f,B_f,C_f,D_f,E_f,F_f,G_f,customer_ID
2,0,1,1,0,3,1,10148577
0,1,2,3,0,0,2,10148580
0,0,3,2,0,0,2,10148581
1,1,1,2,1,2,3,10148582
0,0,3,3,0,0,2,10148583
1,0,3,3,0,2,3,10148590
0,1,2,2,0,0,3,10148591
1,0,3,3,1,0,4,10148592
1,1,3,2,1,2,3,10148596
2,1,3,3,1,0,2,10148601
1,1,1,2,1,2,2,10148602
2,0,2,2,0,0,2,10148603
1,0,3,3,1,2,4,10148606
1,0,1,1,0,2,2,10148614
1,0,4,3,0,0,2,10148616
1,0,3,3,0,0,2,10148617
1,1,4,3,1,0,2,10148619
1,0,3,3,0,1,3,10148631
1,0,3,3,0,2,3,10148635
2,1,3,3,1,2,3,10148636
0,0,1,3,0,0,1,10148638
1,1,2,2,1,2,2,10148639
0,1,2,2,0,0,2,10148647
2,0,4,3,1,0,4,10148649
1,1,1,3,1,2,3,10148652
1,0,1,1,0,0,1,10148653
2,0,3,2,0,2,3,10148656
0,1,2,2,0,0,2,10148672
0,0,3,3,0,0,3,10148679
1,1,3,3,1,1,3,10148681
1,0,2,2,1,2,2,10148688
0,0,3,3,0,0,2,10148694
0,0,3,3,0,2,2,10148698
1,1,2,2,1,2,2,10148701
0,0,2,2,0,0,2,10148703
1,1,3,3,0,2,2,10148704
2,0,1,2,0,3,3,10148708
1,1,2,2,0,1,2,10148712
0,0,2,2,0,0,1,10148713
0,0,1,1,0,0,3,10148715
1,1,3,3,1,2,2,10148716
1,0,1,1,0,2,1,10148717
0,0,3,3,0,0,2,10148718
1,0,1,2,0,1,4,10148722
2,1,3,3,1,1,3,10148727
0,1,1,1,0,0,2,10148729
1,0,3,2,1,0,3,10148731
1,0,3,3,0,2,1,10148732
1,0,2,2,1,1,3,10148734
0,0,3,3,0,0,3,10148735
1,1,3,3,1,2,1,10148737
1,0,3,2,0,0,2,10148739
1,1,2,2,0,1,2,10148741
0,1,1,3,0,0,2,10148743
1,1,1,1,1,2,3,10148745
1,0,4,3,1,1,2,10148747
0,0,1,2,0,0,1,10148751
1,1,3,3,1,1,2,10148754
1,0,1,3,0,1,3,10148756
1,0,1,3,0,1,3,10148760
1,0,3,3,0,2,2,10148761
0,1,1,2,0,0,2,10148770
1,0,3,3,1,1,1,10148774
1,0,3,3,0,2,4,10148775
1,1,3,3,1,2,1,10148779
0,1,3,3,0,0,2,10148781
0,1,1,2,0,0,2,10148782
1,0,3,3,1,2,2,10148790
1,1,3,3,1,1,1,10148796
1,1,1,1,0,1,2,10148799
2,0,1,2,0,3,2,10148801
1,1,3,3,1,1,2,10148805
0,1,3,3,0,0,1,10148807
1,0,2,3,0,2,2,10148811
1,1,3,3,1,2,1,10148816
1,0,1,2,1,2,3,10148818
0,0,1,2,0,0,2,10148825
1,1,4,3,0,0,1,10148829
0,0,1,3,0,0,2,10148833
1,0,2,3,1,2,3,10148835
1,1,3,3,1,2,3,10148837
1,1,1,2,1,2,3,10148840
0,0,3,3,0,0,2,10148844
1,0,1,1,1,2,2,10148845
1,0,3,2,0,2,1,10148848
1,0,4,3,0,1,3,10148853
1,0,4,3,1,2,2,10148856
1,1,3,3,1,0,2,10148860
1,1,3,3,1,2,1,10148861
1,0,3,3,0,1,2,10148863
1,0,1,1,1,2,2,10148865
1,1,3,3,1,1,1,10148868
1,0,3,3,0,2,4,10148871
1,1,1,1,1,1,1,10148872
1,1,1,3,0,2,2,10148882
1,1,1,3,1,2,3,10148884
1,0,3,3,0,2,2,10148889
1,0,4,3,0,1,1,10148890
1,1,4,3,1,0,2,10148896
1,0,3,3,1,1,1,10148898
2,1,3,3,1,2,2,10148902
2,0,1,1,0,3,4,10148904
1,1,2,2,1,2,2,10148905
1,1,3,3,1,1,3,10148908
1,0,3,3,0,1,1,10148909
1,0,3,3,0,2,2,10148915
1,0,3,3,0,2,3,10148918
1,1,1,1,1,2,2,10148920
1,0,4,3,0,2,2,10148933
1,0,2,2,1,2,1,10148936
2,1,3,3,1,0,2,10148937
1,1,3,3,0,2,2,10148939
1,0,3,3,1,1,3,10148941
1,0,3,3,1,0,3,10148943
2,1,3,3,1,3,2,10148950
0,0,2,2,0,0,1,10148956
1,1,2,3,1,0,2,10148957
2,1,4,3,0,2,3,10148959
0,0,1,1,0,0,3,10148960
1,1,1,2,0,2,1,10148966
0,0,2,2,0,0,1,10148967
1,1,1,2,0,2,1,10148971
1,1,2,2,1,2,3,10148985
2,0,2,3,1,0,2,10148986
1,1,2,2,1,2,1,10148998
1,1,2,3,1,1,4,10149002
0,0,1,3,0,3,4,10149003
1,0,3,3,0,2,4,10149006
1,0,3,2,0,0,2,10149008
2,0,3,3,1,1,2,10149010
1,0,3,2,1,1,2,10149011
1,1,2,2,1,2,2,10149012
1,1,2,2,1,2,1,10149013
1,0,1,1,0,1,2,10149014
0,1,1,2,0,0,4,10149017
1,1,1,1,0,2,2,10149019
0,1,1,1,0,0,2,10149020
1,1,3,2,1,2,3,10149023
1,0,3,3,1,1,3,10149024
1,1,1,1,0,2,3,10149027
1,1,3,3,1,2,3,10149029
1,0,1,3,1,2,4,10149032
1,1,3,3,1,2,3,10149033
0,1,3,3,1,0,2,10149034
1,1,2,2,0,2,2,10149039
0,0,3,3,0,0,3,10149041
1,1,2,2,1,1,2,10149044
0,0,1,2,0,0,1,10149046
1,0,1,3,0,1,3,10149047
1,0,2,3,0,2,2,10149048
1,0,4,3,0,2,2,10149051
1,0,3,3,0,2,1,10149052
2,0,3,3,1,2,2,10149054
1,1,2,2,0,2,1,10149055
1,0,2,3,0,1,3,10149059
0,0,3,3,0,0,3,10149063
0,0,1,2,0,0,3,10149064
2,0,2,3,0,2,3,10149068
0,0,3,3,0,0,1,10149069
2,0,3,3,0,3,3,10149071
1,1,2,2,1,2,3,10149072
1,0,3,3,0,2,2,10149076
2,0,1,2,0,3,1,10149077
1,1,3,3,1,1,3,10149081
1,0,3,3,0,2,2,10149082
1,1,3,3,1,1,4,10149084
1,1,3,3,0,0,3,10149085
1,1,2,3,1,2,1,10149088
1,0,3,3,1,2,3,10149091
2,0,4,3,0,3,3,10149095
1,0,1,2,1,2,3,10149098
1,1,2,2,1,2,2,10149106
1,0,1,1,0,2,1,10149108
1,1,1,2,1,2,4,10149109
1,0,3,3,1,0,1,10149110
0,0,1,2,0,0,2,10149114
0,1,2,2,0,0,2,10149117
1,1,2,3,1,1,3,10149118
1,1,4,3,1,0,4,10149119
0,1,1,1,0,0,2,10149122
2,0,3,3,0,2,2,10149124
2,1,4,3,0,1,2,10149129
1,0,2,3,0,2,2,10149130
2,0,3,3,1,3,2,10149133
0,0,2,2,0,0,2,10149139
2,0,3,3,0,1,1,10149140
2,1,1,2,0,1,2,10149141
0,1,1,3,0,0,3,10149142
1,1,2,2,1,2,1,10149151
1,1,3,3,1,2,1,10149156
0,0,2,2,0,0,2,10149157
0,0,1,1,0,0,2,10149158
2,1,4,3,1,2,2,10149163
0,1,2,3,0,1,2,10149164
2,0,2,3,0,2,2,10149165
1,0,3,3,1,0,2,10149166
1,1,3,3,1,1,2,10149167
1,0,3,1,0,0,1,10149168
1,1,3,3,1,1,2,10149171
0,0,2,2,0,0,2,10149173
1,0,4,3,1,2,1,10149175
1,1,3,3,1,2,1,10149176
0,0,1,1,0,0,2,10149177
2,1,3,3,1,0,2,10149186
1,1,2,2,1,1,2,10149190
2,0,3,2,0,0,2,10149192
1,0,3,2,0,2,2,10149194
1,1,3,3,1,0,2,10149195
1,1,2,3,0,1,2,10149196
0,0,1,3,0,0,2,10149197
1,1,1,1,1,0,1,10149198
1,0,1,2,0,1,2,10149199
0,0,4,3,0,0,2,10149202
0,1,3,3,0,0,2,10149207
1,0,3,3,0,1,2,10149209
2,1,4,3,1,0,2,10149216
0,0,2,2,0,0,3,10149219
0,0,1,1,0,0,1,10149221
1,1,4,3,0,2,1,10149223
1,0,1,2,0,2,2,10149225
1,1,1,1,1,2,3,10149228
1,1,2,3,1,2,1,10149229
1,0,2,2,1,2,2,10149230
0,1,1,1,0,0,2,10149233
2,1,3,3,1,2,4,10149236
1,1,3,2,0,2,1,10149238
1,0,2,2,1,0,1,10149241
0,0,2,2,0,0,2,10149243
1,1,3,3,1,0,3,10149246
1,0,1,1,0,2,2,10149247
0,0,1,2,0,0,1,10149248
0,1,1,1,1,0,1,10149251
1,0,1,3,0,2,2,10149257
1,0,1,2,1,2,3,10149259
1,1,1,3,1,2,1,10149262
1,0,2,3,0,1,2,10149265
1,0,2,2,0,2,2,10149266
1,0,3,3,1,2,3,10149267
1,1,2,2,1,2,2,10149268
1,0,3,3,1,2,3,10149270
1,1,1,1,1,1,3,10149271
0,1,1,2,0,0,1,10149272
1,0,3,3,0,1,1,10149273
2,1,3,3,1,3,3,10149280
2,1,1,2,0,3,3,10149282
2,1,1,3,1,0,2,10149286
0,1,2,2,0,0,2,10149288
1,1,2,3,0,2,4,10149299
1,0,2,2,0,2,3,10149300
1,1,3,3,1,1,3,10149301
1,1,2,3,1,1,3,10149302
0,0,1,3,0,0,3,10149305
0,0,4,3,0,0,3,10149306
2,0,3,3,0,2,3,10149307
2,1,3,3,1,2,3,10149309
1,1,1,1,1,1,1,10149311
1,0,3,3,1,2,3,10149312
1,0,3,3,1,2,3,10149313
1,0,1,2,1,1,2,10149315
1,0,3,3,1,0,2,10149316
1,1,3,3,0,2,3,10149317
1,1,2,3,1,1,3,10149318
1,1,1,3,1,1,3,10149320
1,0,3,3,0,1,4,10149321
1,1,1,1,1,2,3,10149322
1,0,2,3,1,2,3,10149324
0,0,3,3,0,2,3,10149326
1,0,4,3,0,2,2,10149331
1,0,3,3,0,2,3,10149332
0,0,3,2,0,0,1,10149334
1,1,3,2,1,2,3,10149339
1,0,2,1,1,1,3,10149341
1,0,3,3,0,1,3,10149343
0,0,1,2,0,0,2,10149345
1,1,3,3,1,0,3,10149349
1,1,3,3,1,0,2,10149351
0,0,1,1,0,0,2,10149356
1,0,3,3,0,1,2,10149358
0,1,4,3,0,0,2,10149363
2,0,2,2,0,1,1,10149365
1,0,3,3,1,1,1,10149367
0,1,3,3,0,0,2,10149372
0,0,1,2,0,0,2,10149374
0,0,1,1,0,0,1,10149377
1,1,2,2,0,1,3,10149379
2,0,2,2,0,3,1,10149381
1,1,3,3,0,0,4,10149382
1,0,3,3,1,2,4,10149383
1,1,2,3,1,2,3,10149387
1,0,1,1,0,2,1,10149388
1,0,3,3,1,1,4,10149392
0,0,1,1,0,0,3,10149394
1,0,3,3,0,1,4,10149406
1,1,2,2,1,1,2,10149410
1,0,4,3,0,1,2,10149415
1,0,1,3,1,2,1,10149418
1,1,3,3,1,2,4,10149419
0,0,2,3,0,0,2,10149428
1,0,3,3,0,2,3,10149431
0,0,3,3,0,0,2,10149432
1,0,3,3,0,2,2,10149433
2,0,2,2,0,2,3,10149436
1,1,3,2,1,1,1,10149437
1,1,2,3,1,2,1,10149438
2,1,1,3,1,2,3,10149439
1,1,3,3,1,1,4,10149442
1,1,2,2,1,1,2,10149444
1,1,1,1,0,2,3,10149446
1,0,1,3,1,2,3,10149453
0,1,2,3,0,2,2,10149454
1,0,1,1,0,3,1,10149458
1,1,3,2,1,1,2,10149465
1,0,3,3,1,1,2,10149470
2,1,3,3,1,1,3,10149472
0,0,1,1,0,0,2,10149474
1,1,4,3,1,0,2,10149477
1,1,1,2,1,2,3,10149479
1,1,4,3,0,1,2,10149484
1,0,2,2,0,1,1,10149485
2,0,1,3,1,0,2,10149486
1,0,3,3,1,2,1,10149489
0,0,1,3,0,0,3,10149491
1,0,1,3,0,2,3,10149492
1,1,3,3,1,1,3,10149495
1,0,3,3,0,1,3,10149500
2,1,3,3,1,2,1,10149516
1,0,4,3,1,2,3,10149517
2,1,1,2,0,3,2,10149518
2,1,1,2,0,2,1,10149521
0,0,2,2,0,0,1,10149527
1,0,2,2,1,2,2,10149529
2,1,2,2,1,2,3,10149530
0,0,3,3,0,0,2,10149535
1,0,4,3,0,1,3,10149536
1,0,3,3,1,1,4,10149541
0,1,3,3,1,1,2,10149542
1,1,2,1,0,2,2,10149551
1,0,3,3,0,0,2,10149552
0,0,3,2,0,0,2,10149553
1,1,2,3,1,1,1,10149557
1,0,4,3,0,1,2,10149560
1,0,3,3,0,0,2,10149562
2,1,2,3,1,3,1,10149564
1,1,1,2,1,1,1,10149565
2,0,3,2,1,1,2,10149567
1,0,3,3,1,2,3,10149575
2,1,4,3,1,0,2,10149580
1,0,1,3,0,2,2,10149581
1,1,1,2,0,1,3,10149583
1,1,2,2,1,2,1,10149586
1,0,1,1,0,2,2,10149587
1,0,2,2,0,1,3,10149590
1,1,2,3,1,1,3,10149594
1,1,4,3,1,0,2,10149598
2,1,3,3,1,0,2,10149603
1,0,3,3,0,2,1,10149609
1,0,4,3,1,1,3,10149612
0,0,3,3,0,0,2,10149614
1,0,3,3,1,2,3,10149616
1,0,1,2,1,2,2,10149617
1,0,3,3,0,2,2,10149620
1,0,1,2,0,2,3,10149621
1,1,3,2,1,0,2,10149625
0,0,1,1,0,0,2,10149627
1,0,3,3,1,2,4,10149632
1,1,3,3,1,2,3,10149638
0,0,1,3,0,0,2,10149642
0,0,2,3,0,0,1,10149646
1,0,3,3,1,0,2,10149650
1,0,3,3,0,2,2,10149652
1,0,2,2,0,2,3,10149653
1,0,3,2,1,2,2,10149661
1,1,2,2,0,2,2,10149662
2,1,4,3,1,0,2,10149667
1,0,3,3,0,2,2,10149669
1,1,2,2,1,2,4,10149673
1,0,1,1,0,2,2,10149675
0,0,1,1,0,0,2,10149678
1,0,3,3,1,2,1,10149680
2,0,3,2,1,3,2,10149686
1,1,1,1,1,0,2,10149687
0,0,3,3,0,2,3,10149702
2,0,3,2,0,3,1,10149704
1,1,3,3,1,1,2,10149706
1,0,1,2,1,2,3,10149708
0,0,1,1,0,0,1,10149710
1,0,3,3,0,2,3,10149715
0,0,3,3,0,0,2,10149716
1,1,1,1,1,2,3,10149717
1,0,1,3,0,2,1,10149719
1,1,3,3,0,1,1,10149722
0,1,1,2,0,0,2,10149727
1,1,3,3,1,2,1,10149732
1,0,3,3,0,0,2,10149734
1,0,2,3,0,2,3,10149740
1,0,3,1,0,2,2,10149747
2,0,2,2,0,0,2,10149751
2,0,4,3,0,3,1,10149759
2,1,1,2,0,0,3,10149761
1,0,4,3,0,0,2,10149767
1,0,3,3,0,2,3,10149769
1,0,1,3,0,2,3,10149771
1,1,3,3,1,2,3,10149773
1,1,2,2,1,1,1,10149774
1,1,3,3,1,2,1,10149776
1,1,3,3,1,1,3,10149777
0,0,1,3,0,0,1,10149778
0,0,1,1,0,0,1,10149779
2,1,3,3,1,0,1,10149780
0,0,4,3,0,0,3,10149784
1,0,3,3,0,1,2,10149789
1,0,2,3,1,2,3,10149793
1,1,3,3,1,0,2,10149794
1,0,3,3,0,2,1,10149795
1,0,1,1,0,2,2,10149796
2,1,1,1,0,1,1,10149797
0,0,1,1,0,0,1,10149800
1,0,3,3,0,2,3,10149801
2,1,2,3,1,1,1,10149804
1,0,3,3,0,2,3,10149808
1,1,3,3,1,2,2,10149809
1,0,2,2,0,2,2,10149812
0,0,1,3,0,0,3,10149813
1,1,2,3,1,1,3,10149815
1,0,3,3,0,1,3,10149817
1,1,3,2,1,2,1,10149820
0,1,3,3,0,0,4,10149823
1,1,3,3,1,2,4,10149824
2,1,3,3,1,1,2,10149833
1,0,4,3,1,1,3,10149835
1,0,3,3,0,1,2,10149836
1,0,3,3,1,2,4,10149837
1,1,1,1,0,2,1,10149839
1,1,2,2,1,1,1,10149841
0,0,1,1,0,0,2,10149843
1,1,1,3,1,0,1,10149844
0,0,4,3,0,0,1,10149846
1,1,1,1,1,2,3,10149847
1,0,3,3,1,1,3,10149848
1,1,1,1,1,0,1,10149853
1,0,1,2,1,2,1,10149856
1,1,3,3,1,1,3,10149859
0,0,2,3,0,0,3,10149860
1,0,3,2,1,1,4,10149863
2,1,3,3,1,0,1,10149871
0,0,1,1,0,0,2,10149884
1,1,2,2,0,2,3,10149885
2,0,3,3,0,3,2,10149887
1,1,4,3,1,2,1,10149889
1,1,4,3,1,0,4,10149890
0,0,2,2,0,0,2,10149891
1,1,1,1,1,1,3,10149892
1,1,1,1,1,2,2,10149893
1,1,4,3,1,0,2,10149894
1,1,2,2,1,1,3,10149896
1,1,1,1,1,0,1,10149898
1,1,4,3,1,1,3,10149899
1,0,3,3,0,1,1,10149902
1,0,1,1,0,2,1,10149903
1,1,2,2,1,2,3,10149905
2,0,3,3,0,2,1,10149907
1,1,3,3,0,2,1,10149909
1,1,2,3,1,2,2,10149912
0,1,3,3,0,0,2,10149915
2,0,4,3,0,0,2,10149916
1,1,1,1,0,1,2,10149919
1,0,2,2,1,2,2,10149925
0,0,1,1,0,2,1,10149926
1,0,1,2,1,1,2,10149927
1,0,1,2,1,1,3,10149929
0,0,1,2,0,0,3,10149935
2,1,2,2,1,2,3,10149938
1,0,3,3,0,2,2,10149940
2,0,1,2,0,2,3,10149945
1,0,3,3,0,1,3,10149950
1,1,3,3,1,1,2,10149954
1,1,3,3,1,1,3,10149957
1,0,2,2,0,1,3,10149958
1,0,1,3,0,2,2,10149964
1,0,3,3,1,1,3,10149965
1,1,3,3,1,0,2,10149966
1,1,2,3,0,2,2,10149971
0,1,1,2,0,0,1,10149974
0,1,1,2,1,2,2,10149975
1,1,2,2,0,2,1,10149976
1,0,3,3,1,1,2,10149979
1,0,2,2,1,1,2,10149980
1,1,3,3,1,1,2,10149983
1,0,2,3,1,2,3,10149985
2,0,2,2,0,3,2,10149989
0,0,1,2,0,0,1,10149991
1,0,1,1,0,2,2,10149994
1,1,1,1,1,1,2,10149995
1,1,1,1,1,2,3,10149996
0,0,1,1,0,0,2,10149998
1,1,1,3,0,2,1,10150003
1,1,2,2,1,2,1,10150012
1,0,1,1,0,2,2,10150014
1,0,1,2,0,0,2,10150015
1,1,2,2,0,1,2,10150016
1,0,1,1,1,1,1,10150023
1,0,3,3,0,1,3,10150027
1,1,3,3,1,2,3,10150029
1,1,3,3,1,2,1,10150033
0,0,3,3,0,0,1,10150034
1,0,3,3,0,1,3,10150035
1,0,3,3,0,0,3,10150036
1,0,3,3,1,0,2,10150037
1,1,1,3,1,2,3,10150046
0,1,1,3,0,0,2,10150048
0,0,2,1,0,0,2,10150049
0,1,1,3,1,1,3,10150051
2,0,2,2,0,1,3,10150053
1,0,1,1,0,1,2,10150054
1,1,1,2,1,2,3,10150056
1,0,3,3,0,2,2,10150058
1,1,1,2,1,2,3,10150060
0,0,1,1,0,0,2,10150061
1,1,3,3,1,2,3,10150063
1,1,3,3,1,1,1,10150064
2,1,3,3,1,1,4,10150066
1,0,3,3,0,2,1,10150070
1,1,2,2,0,2,3,10150072
1,0,3,3,0,1,3,10150075
1,1,3,3,1,2,2,10150077
0,0,2,3,0,0,1,10150080
1,1,4,2,1,1,3,10150081
1,0,3,3,1,0,2,10150082
0,1,3,3,1,2,4,10150086
0,0,1,3,0,0,2,10150089
0,0,1,1,0,0,3,10150091
2,0,4,3,0,3,2,10150093
0,0,1,1,0,0,2,10150095
0,0,1,1,0,0,1,10150097
1,1,3,3,1,2,1,10150098
0,0,2,2,0,0,2,10150103
1,0,1,2,1,1,2,10150104
1,1,3,3,1,0,2,10150105
0,0,1,1,0,0,1,10150108
0,0,2,1,0,0,2,10150112
0,0,3,3,0,0,2,10150113
1,1,2,3,0,2,1,10150115
1,0,1,1,0,1,2,10150117
1,0,3,3,1,0,2,10150125
1,0,4,3,0,0,3,10150127
2,0,4,3,0,3,2,10150128
1,1,4,3,1,2,4,10150129
1,1,1,3,1,1,1,10150131
1,1,2,3,1,0,2,10150132
2,1,3,3,1,3,1,10150133
1,1,3,3,1,1,1,10150134
0,0,1,3,0,0,2,10150146
2,0,3,3,1,0,1,10150151
1,0,3,3,1,0,1,10150163
1,0,3,3,1,2,1,10150164
2,0,1,3,0,2,1,10150171
2,1,3,3,0,2,3,10150174
1,1,3,2,1,1,2,10150175
0,0,1,3,0,0,2,10150183
2,1,3,2,0,3,4,10150188
2,1,3,3,0,3,2,10150193
0,0,1,1,0,0,3,10150196
1,0,3,3,0,2,3,10150200
0,1,1,2,0,0,1,10150204
1,0,1,1,0,2,2,10150205
1,0,3,3,0,1,3,10150209
1,0,3,3,0,1,3,10150211
1,0,1,2,0,2,2,10150212
0,0,1,1,0,2,3,10150213
2,0,1,3,0,2,3,10150215
1,0,3,3,0,1,1,10150217
1,0,1,2,0,2,2,10150218
0,0,1,1,0,0,1,10150219
2,0,3,1,1,3,1,10150225
1,0,2,2,0,2,1,10150227
1,1,1,2,1,1,1,10150228
1,0,1,1,0,2,1,10150230
1,0,3,3,0,2,2,10150231
1,0,2,2,0,2,2,10150234
0,1,1,2,0,0,2,10150236
1,1,4,3,0,0,2,10150238
1,0,3,3,0,0,2,10150239
2,1,3,3,1,2,1,10150241
1,0,1,1,0,2,1,10150245
0,0,3,3,1,1,1,10150246
0,0,3,3,0,0,4,10150247
0,1,2,2,0,0,1,10150248
0,1,1,1,0,0,2,10150249
1,0,3,3,0,2,1,10150251
0,0,2,2,0,0,3,10150254
0,0,1,2,0,0,2,10150256
1,0,3,3,0,1,3,10150257
1,1,3,3,0,1,3,10150258
2,1,3,3,1,0,3,10150262
1,1,2,3,0,2,1,10150265
2,0,1,1,0,3,2,10150272
1,0,3,3,0,1,2,10150282
0,0,2,2,0,0,2,10150290
0,0,1,1,0,0,1,10150294
1,1,2,2,0,1,2,10150295
1,1,3,3,0,1,1,10150302
1,1,3,3,1,2,3,10150303
1,1,1,1,1,1,3,10150310
1,0,1,1,0,2,1,10150315
0,0,2,3,0,0,3,10150319
1,0,3,3,0,2,2,10150320
0,0,3,3,0,0,1,10150324
1,1,3,3,1,0,2,10150326
0,0,3,3,0,0,3,10150329
1,1,2,3,1,1,2,10150330
1,1,3,3,1,2,3,10150331
1,0,1,1,0,2,3,10150335
2,1,3,3,1,2,3,10150336
0,0,1,1,0,2,2,10150338
1,0,2,2,0,2,1,10150341
2,0,3,3,0,0,2,10150344
0,1,1,2,0,0,4,10150348
0,1,1,2,0,2,2,10150350
1,0,3,3,0,2,3,10150357
1,1,3,3,1,2,2,10150358
1,1,2,2,1,2,2,10150359
0,0,1,2,0,0,2,10150363
1,0,2,2,1,1,2,10150364
1,1,2,3,1,1,3,10150368
0,0,3,3,0,0,1,10150376
1,0,3,2,1,0,2,10150380
1,0,1,1,0,0,4,10150381
1,1,3,3,1,1,3,10150386
2,1,4,3,1,2,4,10150387
0,0,2,3,0,0,2,10150393
0,1,1,2,1,2,1,10150397
1,1,3,3,1,2,3,10150402
1,1,4,3,1,2,3,10150404
1,1,3,2,1,2,3,10150411
1,1,4,3,1,0,4,10150413
0,1,1,2,0,0,1,10150423
1,0,3,3,1,2,1,10150427
2,1,3,3,1,2,4,10150440
1,0,3,3,1,2,2,10150442
1,0,1,3,0,2,3,10150443
1,1,2,2,1,2,2,10150451
1,0,1,2,0,2,1,10150453
1,0,3,3,0,2,1,10150459
1,1,4,3,1,0,2,10150460
2,1,2,3,1,2,3,10150465
1,0,3,3,1,1,2,10150469
0,0,1,3,0,1,1,10150471
0,0,3,2,0,0,3,10150472
1,1,1,1,1,1,1,10150473
1,1,1,3,0,2,3,10150474
2,0,1,3,1,0,1,10150480
0,1,2,2,0,0,2,10150484
0,0,1,1,0,0,2,10150487
0,0,3,3,0,0,3,10150491
1,0,1,1,1,1,3,10150492
1,0,1,2,0,2,2,10150493
0,1,1,2,0,0,2,10150495
1,0,1,1,0,2,1,10150497
1,1,1,3,1,1,2,10150498
1,1,3,3,1,1,2,10150501
1,0,1,1,0,0,2,10150502
0,1,3,3,0,0,2,10150506
1,0,2,2,0,2,4,10150507
1,1,3,3,1,1,1,10150510
1,0,3,3,0,1,1,10150514
1,1,3,3,1,1,3,10150516
0,0,1,3,0,0,1,10150519
2,0,3,3,1,2,2,10150521
2,0,1,1,0,3,2,10150523
2,0,3,3,1,2,3,10150531
1,0,2,3,0,2,2,10150532
2,0,1,1,0,3,3,10150535
0,1,3,3,0,0,3,10150536
1,0,1,1,0,2,2,10150542
0,1,1,1,0,2,2,10150544
1,1,1,3,1,2,3,10150545
1,1,1,2,1,2,3,10150549
0,1,1,2,0,0,3,10150550
2,0,2,2,0,2,1,10150551
1,0,3,3,0,1,1,10150555
0,0,1,1,0,0,2,10150557
0,1,1,3,0,0,2,10150558
1,0,3,3,1,2,1,10150559
1,1,2,3,1,2,4,10150564
1,1,2,3,0,1,1,10150569
1,1,3,3,0,1,2,10150572
0,1,1,2,0,0,1,10150574
1,1,3,3,1,1,1,10150575
0,0,1,2,0,0,2,10150580
2,1,1,3,1,1,3,10150582
1,0,3,3,0,1,3,10150583
0,0,1,1,0,0,3,10150585
0,1,1,1,0,0,2,10150592
1,0,3,3,1,0,4,10150593
1,1,4,3,1,1,4,10150594
0,1,1,2,0,0,1,10150596
0,0,1,2,0,0,1,10150597
1,1,1,1,0,2,1,10150598
1,1,2,3,1,1,4,10150601
2,0,2,2,1,2,2,10150613
0,0,3,3,0,0,1,10150617
2,0,3,3,0,3,2,10150619
1,1,3,3,0,1,2,10150621
1,1,3,3,1,1,2,10150623
2,0,4,3,1,0,1,10150627
2,1,3,3,1,2,3,10150628
2,1,3,3,0,1,4,10150629
1,1,3,2,0,0,1,10150630
2,1,1,1,0,3,2,10150631
2,0,2,3,1,1,3,10150634
1,0,2,2,0,2,2,10150637
1,0,4,3,1,1,2,10150638
0,0,1,1,0,0,4,10150639
1,1,4,3,1,0,2,10150649
1,0,4,3,0,0,2,10150651
1,0,3,3,0,1,3,10150653
2,0,3,3,1,2,3,10150655
1,1,1,3,1,2,3,10150656
0,0,3,3,0,0,4,10150659
2,0,2,3,0,3,3,10150661
2,1,3,3,1,0,4,10150665
2,1,3,3,1,3,2,10150668
1,0,3,3,0,2,4,10150670
1,0,1,1,0,2,3,10150672
1,0,3,3,0,2,3,10150674
1,0,3,3,0,1,3,10150676
1,0,3,3,1,1,2,10150680
1,1,1,1,1,1,2,10150684
2,0,3,3,0,1,2,10150688
1,0,1,2,0,2,2,10150691
1,1,3,3,1,2,3,10150693
2,1,3,3,1,0,2,10150696
1,1,1,2,1,2,3,10150698
1,1,3,2,0,1,2,10150700
0,0,2,3,0,0,1,10150702
1,1,2,2,1,0,2,10150703
0,0,2,3,0,0,2,10150704
1,0,2,3,0,2,3,10150709
0,0,1,1,0,2,1,10150712
1,1,3,3,1,2,3,10150718
0,0,1,1,0,0,1,10150720
1,0,1,3,0,2,3,10150722
1,0,3,3,1,2,3,10150727
1,0,3,3,0,2,2,10150728
1,0,3,3,1,1,3,10150734
0,1,1,3,0,0,1,10150735
1,0,3,3,0,2,2,10150738
0,0,3,2,0,0,2,10150739
1,1,2,2,0,2,2,10150742
1,1,3,3,0,1,2,10150743
1,1,3,3,1,2,1,10150745
2,0,3,3,0,3,3,10150746
0,0,1,1,0,0,2,10150747
0,0,1,1,0,0,2,10150748
1,0,3,3,0,2,3,10150749
1,0,1,3,1,2,3,10150755
1,1,4,3,1,1,4,10150756
1,1,2,3,1,2,2,10150757
0,0,1,3,0,0,3,10150762
2,0,2,2,0,2,2,10150766
1,1,1,2,0,2,2,10150768
1,0,3,2,0,0,4,10150769
2,1,4,3,0,2,1,10150770
1,0,3,3,0,1,2,10150772
1,1,3,3,1,1,4,10150776
1,0,3,3,0,2,3,10150778
1,1,3,3,1,0,1,10150779
1,1,2,3,1,2,3,10150781
1,1,3,3,0,1,2,10150782
1,0,2,2,0,2,2,10150786
1,0,3,3,0,0,2,10150787
1,0,2,3,0,2,1,10150788
1,0,3,3,0,2,2,10150789
1,1,3,3,1,0,1,10150791
1,0,2,2,0,0,2,10150793
